artist	track
The 23rd Turnoff	Leave Me Here
The 23rd Turnoff	Michael Angelo
The 5th Dimension	Carpet Man
The 5th Dimension	Dimension 5ive
The 5th Dimension	Medley: Aquarius/Let the Sunshine In (The Flesh Failures)
The 5th Dimension	Pattern People
The 5th Dimension	Puppet Man
The 5th Dimension	Requiem: 820 Latham
The 5th Dimension	Stoned Soul Picnic
The 5th Dimension	Up, Up And Away
The 5th Dimension	Wedding Bell Blues
The Aardvarks	I'm Higher Than I'm Down
The Aardvarks	Subconscious Train Of Thought
The Aardvarks	Unicorn Man
The Accent	Red Sky At Night
The Ace Kefford Stand	Gravy Booby Jamm
The Action	A Saying For Today
The Action	Brain
The Action	Climbing Up The Wall (See Me)
The Action	Come Around
The Action	Follow Me
The Action	Icarus
The Action	I'm A Stranger
The Action	In My Dream
The Action	Little Boy
The Action	Love Is All
The Action	Really Doesn't Matter
The Action	Shadows And Reflections
The Action	Something Has Hit Me
The Action	Strange Roads
The Action	Things You Cannot See
The Actress	Good Job With Prospects
The Actress	It's What You Give
The Aerovons	World Of You
The Afex	She's Got The Time
The Aggregation	Change
The Aggregation	Maharishi
The Alan Bown	My Girl The Month Of May
The Amboy Dukes	Journey To The Center Of The Mind
The American Blues	Say So
The Animals	Don't Bring Me Down
The Animals	It's My Life
The Animated Egg	I Said, She Said, Ah Cid
The Animated Egg	Sippin' And Trippin'
The Animated Egg	Sock It My Way
The Animated Egg	Tomorrow
The Answer	The Disadvantages Of You
The Apostolic Intervention	(Tell Me) Have You Ever Seen Me
The Apple Pie Motherhood Band	Apple Pie
The Apple Pie Motherhood Band	Grandmother Hooker
The Apple Pie Motherhood Band	Long Live Apple Pie
The Apple Pie Motherhood Band	Orangutang
The Apple Pie Motherhood Band	Yesterday's New Song
The Appletree Theatre	Brother Speed
The Appletree Theatre	Don't Blame It On Your Wife
The Appletree Theatre	E Train
The Appletree Theatre	Hightower Square
The Appletree Theatre	Lotus Flower
The Appletree Theatre	Nevertheless It Was Italy
The Appletree Theatre	Saturday Morning
The Appletree Theatre	What A Way To Go
The Appletree Theatre	You're The Biggest Thing In My Life
The Aquarian Age	Me
The Association	All Is Mine
The Association	Along Comes Mary
The Association	Barefoot Gentleman
The Association	Cherish
The Association	Dubuque Blues
The Association	Forty Times
The Association	Goodbye Forever
The Association	One Too Many Mornings
The Association	Pandora's Golden Heebie Jeebies
The Association	The Machine
The Association	The Time It Is Today
The Association	Wantin' Ain't Gettin'
The Astros	Space Walk
The Attack	Anymore Than I Do
The Attack	Colour Of My Mind
The Attack	Go Your Way
The Attack	Lady Orange Peel
The Attack	Neville Thumbcatch
The Attack	Try It
The Attic Sound	Look Straight Through You
The Avant-Garde	Naturally Stoned
The Avant-Garde	Revelation's Revolutions
The Avant-Garde	Yellow Beads
The Bamboo Shoot	The Fox Has Gone To Ground
The Band	Chest Fever
The Band	King Harvest (Has Surely Come)
The Band	The Night They Drove Old Dixie Down
The Band	The Weight
The Band	Up On Cripple Creek
The Baroque Monthly	You Are Your Only Mystery
The Baroques	Iowa, A Girl's Name
The Baroques	Musical Tribute To The Oscar Meyer Weiner Mobile
The Baroques	Purple Day
The Barracudas	(Days Of A) Quiet Sun
The Barron Knights	Lazy Fat People
The Basement Wall	Here Comes The Queen
The Basement Wall	Teenybopper
The Beach Boys	Celebrate The News
The Beach Boys	God Only Knows
The Beach Boys	Good Vibrations
The Beach Boys	Little Bird
The Beach Boys	Never Learn Not To Love
The Beach Boys	Pet Sounds
The Beach Boys	Transcendental Meditation
The Beatles	Across The Universe
The Beatles	A Day In The Life
The Beatles	All You Need Is Love
The Beatles	Baby You're A Rich Man
The Beatles	Because
The Beatles	Being For The Benefit Of Mr. Kite!
The Beatles	Birthday
The Beatles	Blackbird
The Beatles	Blue Jay Way
The Beatles	Carry That Weight
The Beatles	Come Together
The Beatles	Cry Baby Cry
The Beatles	Day Tripper
The Beatles	Dear Prudence
The Beatles	Dig A Pony
The Beatles	Doctor Robert
The Beatles	Don't Pass Me By
The Beatles	Eleanor Rigby
The Beatles	Everybody's Got Something To Hide Except Me And My Monkey
The Beatles	Fixing A Hole
The Beatles	Flying
The Beatles	For No One
The Beatles	Getting Better
The Beatles	Golden Slumbers
The Beatles	Good Day Sunshine
The Beatles	Good Morning Good Morning
The Beatles	Got To Get You Into My Life
The Beatles	Happiness Is A Warm Gun
The Beatles	Hello Goodbye
The Beatles	Helter Skelter
The Beatles	Here Comes The Sun
The Beatles	Here, There And Everywhere
The Beatles	Hey Bulldog
The Beatles	I Am The Walrus
The Beatles	If I Needed Someone
The Beatles	I Me Mine
The Beatles	I'm Only Sleeping
The Beatles	It's All Too Much
The Beatles	I've Got A Feeling
The Beatles	I Want To Tell You
The Beatles	I Want You (She's So Heavy)
The Beatles	Julia
The Beatles	Lady Madonna
The Beatles	Long, Long, Long
The Beatles	Lovely Rita
The Beatles	Love You To
The Beatles	Lucy In The Sky With Diamonds
The Beatles	Magical Mystery Tour
The Beatles	Martha My Dear
The Beatles	Mean Mr. Mustard
The Beatles	Mother Nature's Son
The Beatles	Norwegian Wood (This Bird Has Flown)
The Beatles	Nowhere Man
The Beatles	Old Brown Shoe
The Beatles	Only A Northern Song
The Beatles	Paperback Writer
The Beatles	Penny Lane
The Beatles	Piggies
The Beatles	Polythene Pam
The Beatles	Rain
The Beatles	Revolution
The Beatles	Revolution 1
The Beatles	Rocky Raccoon
The Beatles	Savoy Truffle
The Beatles	Sexy Sadie
The Beatles	Sgt. Pepper's Lonely Hearts Club Band
The Beatles	Sgt. Pepper's Lonely Hearts Club Band (Reprise)
The Beatles	She Came In Through The Bathroom Window
The Beatles	She Said She Said
The Beatles	She's Leaving Home
The Beatles	Something
The Beatles	Strawberry Fields Forever
The Beatles	Sun King
The Beatles	Taxman
The Beatles	The Ballad Of John And Yoko
The Beatles	The Continuing Story Of Bungalow Bill
The Beatles	The End
The Beatles	The Fool On The Hill
The Beatles	The Long And Winding Road
The Beatles	Think For Yourself
The Beatles	Tomorrow Never Knows
The Beatles	Two Of Us
The Beatles	We Can Work It Out
The Beatles	When I'm Sixty-Four
The Beatles	While My Guitar Gently Weeps
The Beatles	Wild Honey Pie
The Beatles	With A Little Help From My Friends
The Beatles	Within You Without You
The Beatles	Yellow Submarine
The Beatles	Yer Blues
The Beatles	You Never Give Me Your Money
The Beatles	Your Mother Should Know
The Beatles	You Won't See Me
The Beau Brummels	Deep Water
The Beautiful Daze	City Jungle, Part 1
The Beautiful Daze	City Jungle, Part 2
The Bee Gees	Every Christian Lion Hearted Man Will Show You
The Bee Gees	I Have Decided To Join The Air Force
The Believers	Soul Raga Cookin'
The Believers	Soul Raga Simmerin'
The Berkeley Kites	Alice In Wonderland
The Berkeley Kites	Mary-Go-Round
The Berkeley Kites	What Goes Up Must Come Down
The Birds	No Good Without You Baby
The Blues Project	Flute Thing
The Blues Project	No Time Like The Right Time
The Blues Project	Spoonful
The Blues Project	Steve's Song
The Blues Project	The Way My Baby Walks
The Bob Seger System	Lonely Man
The Bob Seger System	Ramblin' Gamblin' Man
The Bob Seger System	Train Man
The Bondsmen	Our Time To Try
The Boots	Gaby
The Bosom Blues Band	Hippie Queen
The Boston Tea Party	Don't Leave Me Alone
The Boston Tea Party	My Daze
The Boston Tea Party	We Have Already Died
The Brain Train	Me
The Brothers Cain	Pupil Alexander
The Bucket	I Can't Help Thinking Of You
The Buckinghams	I Know I Think
The Buckinghams	The Time Of My Life
The Buckinghams	You
The Buddhas	My Dream
The Bumps	Shining
The Butterfield Blues Band	East-West
The Byrds	All I Really Want To Do
The Byrds	Artificial Energy
The Byrds	Bad Night At The Whiskey
The Byrds	Captain Soul
The Byrds	Child Of The Universe
The Byrds	Chimes Of Freedom
The Byrds	Dolphins Smile
The Byrds	Draft Morning
The Byrds	Eight Miles High
The Byrds	Everybody's Been Burned
The Byrds	Goin' Back
The Byrds	I Know My Rider (I Know You, Rider)
The Byrds	I'll Feel A Whole Lot Better
The Byrds	It Happens Each Day
The Byrds	It Won't Be Wrong
The Byrds	John Riley
The Byrds	Lady Friend
The Byrds	Mr. Tambourine Man
The Byrds	Natural Harmony
The Byrds	Never Before
The Byrds	Psychodrama City
The Byrds	Renaissance Fair
The Byrds	Set You Free This Time
The Byrds	So You Want To Be A Rock 'N' Roll Star
The Byrds	The Bells Of Rhymney
The Byrds	Thoughts And Words
The Byrds	Triad
The Byrds	Tribal Gathering
The Byrds	Turn! Turn! Turn! (To Everything There Is A Season)
The Byrds	Wasn't Born To Follow
The Byrds	What's Happening?!?!
The Byrds	Why
The Cadaver	Haven't Got The Time
The Californians	Follow Me
The Californians	Glass Disguise
The Californians	Golden Apples
The Californians	Nausea Beast
The Calliope	Ryan 5
The Calliope	Wiser
The Candlelight	That's What I Want
The Candy Company	Sugar Stone
The Capes Of Good Hope	Lady Margaret
The Caretakers	East Side Story
The Carrie Nations	Look On Up At The Bottom
The Carrie Nations	Sweet Talkin' Candy Man
The Castaways	Just On High
The Cave Dwellers	Meditation
The Cedars	For Your Information
The Ceyleib People	Changes (Tygstl)
The Ceyleib People	Dyl
The Ceyleib People	Jacayl
The Ceyleib People	Menyatt Dyl Com
The Ceyleib People	Pendyl
The Ceyleib People	Ralin
The Ceyleib People	Tygstl
The Chambers Brothers	Time Has Come Today
The Charlatans	32-20
The Charlatans	Ain't Got The Time
The Charlatans	Alabama Bound
The Charlatans	Baby Won't You Tell Me
The Charlatans	By Hook Or By Crook
The Charlatans	Codine
The Charlatans	Codine Blues
The Charlatans	Devil Got My Man
The Charlatans	Doubtful Waltz
The Charlatans	Easy When I'm Dead
The Charlatans	Folsom Prison Blues
The Charlatans	High Coin
The Charlatans	How Can I Miss You When You Won't Go Away
The Charlatans	I Always Wanted A Girl Like You
The Charlatans	I Got Mine
The Charlatans	Jack Of Diamonds
The Charlatans	'Long Come A Viper
The Charlatans	Number One
The Charlatans	Steppin' In Society
The Charlatans	Sweet Sue, Just You
The Charlatans	The Blues Ain't Nothin'
The Charlatans	The Shadow Knows
The Charlatans	Time To Get Straight
The Charlatans	Walkin'
The Charlatans	We're Not On The Same Trip
The Charlatans	When I Go Sailin' By
The Charlatans	When The Movies Are Over
The Children	Sitting On A Flower
The Chimes	#38
The Chocolate Frog	I Forgive You
The Chocolate Tunnel	Ostrich People
The Cirkit	Yesterday We Laughed
The Colder Children	Memories
The Collectors	Don't Turn Away (From Me)
The Collectors	Looking At A Baby
The Collectors	Lydia Purple
The Collectors	My Love Delights Me
The Collectors	She (Will-O-The-Wind)
The Collectors	Things I Remember
The Collectors	What Is Love
The Comfortable Chair	Child's Garden
The Comfortable Chair	Now
The Corporation	India
The Corporation	Ring That Bell
The Corporation	Smile
The Craig	I Must Be Mad
The Crash	Last Week
The Crazy World Of Arthur Brown	Fire
The Creation	For All That I Am
The Creation	How Does It Feel To Feel
The Creation	I Am The Walker
The Creation	If I Stay Too Long
The Creation	Life Is Just Beginning
The Creation	Like A Rolling Stone
The Creation	Making Time
The Creation	Midway Down
The Creation	Nightmares
The Creation	The Girls Are Naked
The Creation	Through My Eyes
The Creation	Tom Tom
The Creation	Uncle Bert
The Creatures	Looking At Tomorrow
The Crescent Six	And Then
The Cryan' Shames	Ben Franklin's Almanac
The Cuppa T	Miss Pinkerton
The Daily Flash	Jack Of Diamonds
The Dave Heenan Set	Alice In Wonderland
The David	Now To You
The David	So Much More
The David	Sweet December
The David	Time M
The District Six	Pandora's Golden Heebee Geebies
The Doors	Alabama Song (Whisky Bar)
The Doors	Blue Sunday
The Doors	Break On Through (To The Other Side)
The Doors	End Of The Night
The Doors	Hello, I Love You
The Doors	Hyacinth House
The Doors	I Looked At You
The Doors	Indian Summer
The Doors	Land Ho!
The Doors	L.A. Woman
The Doors	Light My Fire
The Doors	Love Her Madly
The Doors	Love Me Two Times
The Doors	Peace Frog
The Doors	People Are Strange
The Doors	Queen Of The Highway
The Doors	Riders On The Storm
The Doors	Roadhouse Blues
The Doors	Ship Of Fools
The Doors	Soul Kitchen
The Doors	Strange Days
The Doors	Take It As It Comes
The Doors	The Crystal Ship
The Doors	The End
The Doors	The Spy
The Doors	The Wasp (Texas Radio And The Big Beat)
The Doors	Touch Me
The Doors	Twentieth Century Fox
The Doors	Waiting For The Sun
The Doors	When The Music's Over
The Dovers	The Third Eye
The Druids Of Stonehenge	Earthless
The Druids Of Stonehenge	Speed
The Eclectic Mouse	Modal Chant
The Eclectic Mouse	Pre-Dawn Retrospective Chant
The Eclectic Mouse	Where Do The Hounds Go?
The Eclectic Mouse	You'd Never Be There
The Elastic Band	8 1/2 Hours Of Paradise
The Elastik Band	Don't Say Love
The Elastik Band	The Darkest Corner
The Elastik Band	The Word Is You
The Elastik Band	Think Of Today
The Electric Flag	Fine Jung Thing
The Electric Flag	Groovin' Is Easy
The Electric Flag	Hobbit
The Electric Flag	M-23
The Electric Flag	Nothing To Do
The Electric Flag	Peter's Trip
The Electric Flag	Practice Music
The Electric Flag	Psyche Soap
The Electric Flag	See To Your Neighbor
The Electric Flag	Soul Searchin'
The Electric Flag	Synesthesia
The Electric Prunes	Children Of Rain
The Electric Prunes	Flowing Smoothly
The Electric Prunes	General Confessional
The Electric Prunes	Get Me To The World On Time
The Electric Prunes	Hey Mr. President
The Electric Prunes	I Had Too Much To Dream (Last Night)
The Electric Prunes	I Happen To Love You
The Electric Prunes	The Great Banana Hoax
The End	Cardboard Watch
The End	Don't Take Me
The End	Introspection (Pt. 2)
The End	Little Annie
The End	Loving, Sacred Loving
The End	Shades Of Orange
The End	Under The Rainbow
The End	What Does It Feel Like
The Epics	Henry Long
The Excelsior Spring	It
The Executive	Gardena Dreamer
The Executives	Moving In A Circle
The Executive	Tracy Took A Trip
The Eyes	When The Night Falls
The Factory	Gone
The Factory	Path Through The Forest
The Factory	Try A Little Sunshine
The Fairytale	Guess I Was Dreaming
The Fallen Angels	A Horn Playng On My Thin Wall
The Fallen Angels	Love, Don't Talk To Strangers
The Fallen Angels	Most Children Do
The Fallen Angels	Painted Bird
The Fallen Angels	Room At The Top
The Fallen Angels	Silent Garden
The Family Tree	Any Other Baby
The Family Tree	Birthday/Dirgeday
The Family Tree	Butters Lament
The Family Tree	He Spins Around
The Family Tree	Lesson Book Life
The Family Tree	Melancholy Vaudeville Man
The Family Tree	Miss Butters
The Family Tree	Mrs. McPheeny (Has Flu In Her Chest And Has Needed A Rest For So Long)
The Family Tree	Nine To Three
The Family Tree	Sideshow
The Family Tree	Slippin' Thru My Fingers
The Fantastic Zoo	Light Show
The Ferris Wheel	I Can't Break The Habit
The Five Day Week Straw People	Car Wash
The Five Day Week Straw People	Five Day Week Straw People
The Five Day Week Straw People	Sunday Morning?
The Flames	See The Light
The Flies	I'm Not Your Stepping Stone
The Flies	Turning Back The Page
The Flower Pot	Black Moto
The Flower Pot	Wantin' Ain't Gettin'
The Flying Circus	Green Eyes Green World
The Flying Machine	Smile A Little Smile For Me
The Four Below Zero	Happiness
The Fox	Butterfly
The Fox	Hey! Mr. Carpenter
The Fraternity Of Man	Candy Striped Lion's Tails
The Fraternity Of Man	Don't Bogart Me
The Fraternity Of Man	Wispy Paisley Skies
The Freeborne	Inside People
The Freeborne	Land Of Diana
The Free	Decision For Lost Soul Blue
The Free Design	Bubbles
The Free Design	Make The Madness Stop
The Free	What Makes You?
The Fruit Machine	I'm Alone Today
The Fruit Machine	The Wall
The Fun And Games	Close To Carmel
The Fun And Games	The Way She Smiles
The Game	Gotta Wait
The Gas Company	Your Time's Up
The Gentle Power Of Song	Constant Penelope
The Glass Family	Agorn (Elements Of Complex Variables)
The Glass Family	Guess I'll Let You Go
The Glass Family	Passage #17
The Glitterhouse	Child Of Darkness
The Glitterhouse	Happy To Have You Here Again
The Glitterhouse	Tinkerbell's Mind
The Gods	Towards The Skies
The Golden Dawn	My Time
The Golden Dawn	Seeing Is Believing
The Golden Dawn	Tell Me Why
The Good Rats	The Hobo
The Gordian Knot	The Year Of The Sun
The Grass Company	Once A Child
The Great Society	Double Triptamine Superautomatic Everlovin' Man
The Great Society	Father
The Great Society	Father Bruce
The Great Society	Free Advice
The Great Society	Grimly Forming
The Great Society	Right To Me
The Great Society	Sally Go 'Round The Roses
The Great Society	Someone To Love
The Great Society	That's How It Is
The Great Society	Where
The Great Society	You Can't Cry
The Greek Fountain River Front Band	What Is Right
The Growing Concern	Edge Of Time
The Growing Concern	Hard Hard Year
The Growing Concern	Sit Down I Think I Love You
The Growing Concern	Tomorrow Has Been Canceled
The Guess Who	6 A.M. Or Nearer
The Guess Who	American Woman
The Guess Who	Hand Me Down World
The Guess Who	Hang On to Your Life
The Guess Who	Key
The Guess Who	Laughing
The Guess Who	No Sugar Tonight/New Mother Nature
The Guess Who	No Time
The Guess Who	Share The Land
The Guess Who	Sitar Saga
The Guess Who	These Eyes
The Guess Who	Undun
The Guess Who	When Friends Fall Out
The Happy Return	To Give Your Lovin'
The Hardtimes	They Said No
The Hardtimes	Under The Sunlight
The Hello People	Anthem
The Hello People	(As I Went Down To) Jerusalem
The Hello People	It's A Monday Kind Of Tuesday
The Hello People	Jelly Jam
The Hello People	Paisley Teddy Bear
The Hello People	Pray For Rain
The Hello People	Sunrise Meadow
The Herd	Beauty Queen
The Herd	From The Underworld
The Higher Elevation	Odyssey
The Higher Elevation	Summer Skies
The Hinge	Now Let Me Love You
The Hollies	All The World Is Love
The Hollies	I Can't Let Go
The Hollies	King Midas In Reverse
The Hollies	Then The Heartaches Begin
The Hollies	Tomorrow When It Comes
The Hollies	Try It
The Hollies	Would You Believe
The Holy Mackerel	10,000 Men
The Holy Mackerel	1984
The Holy Mackerel	Love For Everyone
The Holy Mackerel	The Secret Of Pleasure
The Hombres	Let It Out (Let It All Hang Out)
The Hooterville Trolley	No Silver Bird
The Human Beinz	April 15th
The Human Beinz	Every Time Woman
The Human Beinz	Flower Grave
The Human Beinz	The Face
The Human Beinz	Two Of A Kind
The Human Expression	Optical Sound
The Human Instinct	A Day In My Mind's Mind
The Human Instinct	Pink Dawn
The Hush	Grey
The Hustlers	If You Try
The Idle Race	Big Chief Woolley Bosher
The Idle Race	Dancing Flower
The Idle Race	Days Of The Broken Arrows
The Idle Race	Imposters Of Life's Magazine
The Idle Race	Lucky Man
The Idle Race	On With The Show
The Idle Race	The Skeleton And The Roundabout
The Idle Race	Victim Of Circumstance
The Id	The Rake
The Iguana	Imagine This
The Incredible String Band	Chinese White
The Incredible String Band	Gently Tender
The Incredible String Band	The Minotaur's Song
The Incredible String Band	Waltz Of The New Moon
The Incredible String Band	Way Back In The 1960s
The Inexpensive Handmade Look	What Good Is Up
The Infinite Pyramid	On A Windowsill
The Initial Shock	You've Been A Long Time Comin'
The Insect Trust	Miss Fun City
The Insect Trust	Walking On Nails
The Iveys	I'm Too Shy
The James Taylor Move	Magic Eyes
The James Taylor Move	Still I Can Go On
The J. & B.	There She Goes
The Jimi Hendrix Experience	1983...(A Merman I Should Turn To Be)
The Jimi Hendrix Experience	51st Anniversary
The Jimi Hendrix Experience	All Along The Watchtower
The Jimi Hendrix Experience	Are You Experienced?
The Jimi Hendrix Experience	Burning Of The Midnight Lamp
The Jimi Hendrix Experience	Can You See Me
The Jimi Hendrix Experience	Castles Made Of Sand
The Jimi Hendrix Experience	Crosstown Traffic
The Jimi Hendrix Experience	Fire
The Jimi Hendrix Experience	Foxey Lady
The Jimi Hendrix Experience	Free Form In 6
The Jimi Hendrix Experience	Hey Joe
The Jimi Hendrix Experience	Highway Chile
The Jimi Hendrix Experience	I Don't Live Today
The Jimi Hendrix Experience	If 6 Was 9
The Jimi Hendrix Experience	Little Wing
The Jimi Hendrix Experience	Long Hot Summer Night
The Jimi Hendrix Experience	Love Or Confusion
The Jimi Hendrix Experience	Manic Depression
The Jimi Hendrix Experience	Purple Haze
The Jimi Hendrix Experience	Remember
The Jimi Hendrix Experience	Stone Free
The Jimi Hendrix Experience	Sunshine Of Your Love
The Jimi Hendrix Experience	The Stars That Play With Laughing Sam's Dice
The Jimi Hendrix Experience	The Wind Cries Mary
The Jimi Hendrix Experience	Third Stone From The Sun
The Jimi Hendrix Experience	Voodoo Child (Slight Return)
The Jimi Hendrix Experience	Wait Until Tomorrow
The Joyride	His Blues
The Joyride	The Big Bright Green Pleasure Machine
The Joyride	The Crystal Ship
The Keepers Of The Light	And I Don't Want Your Love
The Kinks	Afternoon Tea
The Kinks	All Day And All Of The Night
The Kinks	All Of My Friends Were There
The Kinks	Animal Farm
The Kinks	Big Black Smoke
The Kinks	Big Sky
The Kinks	Days
The Kinks	Death Of A Clown
The Kinks	Do You Remember Walter
The Kinks	Easy Come, There You Went
The Kinks	End Of The Season
The Kinks	Fancy
The Kinks	Funny Face
The Kinks	Johnny Thunder
The Kinks	King Kong
The Kinks	Lazy Old Sun
The Kinks	Love Me Till The Sun Shines
The Kinks	Monica
The Kinks	No Return
The Kinks	Rainy Day In June
The Kinks	Rosie Won't You Please Come Home
The Kinks	See My Friends
The Kinks	Shangri-La
The Kinks	Sitting By The Riverside
The Kinks	Situation Vacant
The Kinks	Sunny Afternoon
The Kinks	The Village Green Preservation Society
The Kinks	Tired Of Waiting For You
The Kinks	Too Much On My Mind
The Kinks	Victoria
The Kinks	Village Green
The Kinks	Waterloo Sunset
The Kinks	Where Have All The Good Times Gone?
The Kinks	Wicked Annabella
The Kinks	Yes Sir, No Sir
The Kinks	You Really Got Me
The Kitchen Cinq	Codine
The Kitchen Cinq	If You Think
The Knack	Lady In The Window
The Knack	Time Waits For No One
The Knickerbockers	My Feet Are Off The Ground
The Koala	Don't You Know What I Mean?
The Koobas	Barricades
The Koobas	Constantly Changing
The Koobas	Face
The Koobas	Gold Leaf Tree
The Koobas	Royston Rose
The Koobas	Where Are The Friends?
The Kreeg	Impressin'
The Laughing Wind	The Bells
The Leather Pages	Accept Me For What I Am
The Leaves	Lemmon Princess
The Left Banke	Barterers And Their Wives
The Left Banke	My Friend Today
The Left Banke	Pretty Ballerina
The Left Banke	Walk Away Renee
The Legend	Enjoy Yourself
The Legend	Portrait Of Youth
The Lemon Drops	I Live In The Springtime
The Lemon Drops	It Happens Everyday
The Lemon Drops	Popsicle Girl
The Lemon Drops	Sometime Ago
The Lemon Drops	The Theatre Of Your Eyes
The Lemon Pipers	Green Tambourine
The Lewis And Clarke Expedition	Daddy's Plastic Child
The Litter	He Couldn't Find One Anywhere
The Litter	The Egyptian
The Longboatmen	Take Her Any Time
The Looking Glasses	Visions
The Lords	Blue Horizon
The Loreys	Goin' Downtown
The Lost	Everybody Knows
The Lost Ones	Trouble In The Streets
The Lost Tribe	Walk One Way
The Lost	Violet Gown
The Love Exchange	Swallow The Sun (Dark On You Now)
The Lovin' Spoonful	Coconut Grove
The Lovin' Spoonful	Darling Be Home Soon
The Lovin' Spoonful	Lovin' You
The Lovin' Spoonful	Nashville Cats
The Lovin' Spoonful	On The Road Again
The Lovin' Spoonful	Respoken
The Lovin' Spoonful	Summer In The City
The Lovin' Spoonful	Unconscious Minute
The Magic Mushrooms	It's A Happening
The Majority	Charlotte Rose
The Mamas & The Papas	California Dreamin'
The Mamas & The Papas	Creeque Alley
The Mamas & The Papas	Got A Feelin'
The Mamas & The Papas	Go Where You Wanna Go
The Mamas & The Papas	Monday, Monday
The Mamas & The Papas	Rooms
The Mamas & The Papas	Words Of Love
The Mandrake Memorial	Bird Journey
The Mandrake Memorial	Dark Lady
The Mandrake Memorial	House Of Mirrors
The Mandrake Memorial	In Hiding
The Mandrake Memorial	Last Number
The Mandrake Memorial	Musical Man
The Mandrake Memorial	Puzzle
The Mandrake Memorial	Rainy May
The Marianne	As For Marionettes
The Marmalade	I See The Rain
The Master's Apprentices	Barefoot When I Saw Her
The Master's Apprentices	Michael
The Master's Apprentices	Our Friend Owsley Stanley III
The Master's Apprentices	Rio De Camero
The Master's Apprentices	War Or Hands Of Time
The Maze	Kissy Face
The Maze	Whispering Shadows
Them	Black Widow Spider
The Merry-Go-Round	Come Ride, Come Ride
The Merry-Go-Round	On Your Way Out
The Merry-Go-Round	Time Will Show The Wiser
Them	I Happen To Love You
The Millennium	Blight
The Millennium	I'm With You
The Millennium	It's You
The Millennium	Karmic Dream Sequence #1
The Millennium	Prelude
The Millennium	The Know It All
The Millennium	There Is Nothing More To Say
The Millennium	To Claudia On Thursday
The Minute Men	Disillusion
The Mission	Gailing Made It
The Misty Wizards	It's Love
The Misunderstood	Children Of The Sun
The Misunderstood	I Can Take You To The Sun
The Misunderstood	I Unseen
The Misunderstood	My Mind
The Misunderstood	Never Had A Girl (Like You Before)
The Mojo Men	Sit Down, I Think I Love You
The Mojo Men	Why Can't You Stay
The Mongrels	Good Good Man
The Monkees	A Little Bit Me, A Little Bit You
The Monkees	Auntie's Municipal Court
The Monkees	Daily Nightly
The Monkees	Daydream Believer
The Monkees	For Pete's Sake
The Monkees	I'm A Believer
The Monkees	(I'm Not Your) Steppin' Stone
The Monkees	Last Train To Clarksville
The Monkees	Listen To The Band
The Monkees	Long Title: Do I Have To Do This All Over Again
The Monkees	Love Is Only Sleeping
The Monkees	Mary, Mary
The Monkees	Pleasant Valley Sunday
The Monkees	Porpoise Song
The Monkees	Randy Scouse Gift
The Monkees	Saturday's Child
The Monkees	Seeger's Theme
The Monkees	She
The Monkees	Sometime In The Morning
The Monkees	Sweet Young Thing
The Monkees	Take A Giant Step
The Monkees	The Door Into Summer
The Monkees	The Girl I Knew Somewhere
The Monkees	(Theme From) The Monkees
The Monkees	Valleri
The Monkees	Words
The Monkees	You Just May Be The One
The Montanas	Difference Of Opinion
The Montanas	That's When Happiness Began
The Moody Blues	After You Came
The Moody Blues	And The Tide Rushes In
The Moody Blues	Another Morning
The Moody Blues	Are You Sitting Comfortably
The Moody Blues	Beyond
The Moody Blues	Candle Of Life
The Moody Blues	Cities
The Moody Blues	Dawning Is The Day
The Moody Blues	Dawn Is A Feeling
The Moody Blues	Departure
The Moody Blues	Don't You Feel Small
The Moody Blues	Dr. Livingstone, I Presume
The Moody Blues	Eternity Road
The Moody Blues	(Evening) Time To Get Away
The Moody Blues	Eyes Of A Child I
The Moody Blues	Eyes Of A Child II
The Moody Blues	Floating
The Moody Blues	Fly Me High
The Moody Blues	Forever Afternoon (Tuesday)
The Moody Blues	For My Lady
The Moody Blues	Gypsy
The Moody Blues	Have You Heard, Part 1
The Moody Blues	Have You Heard, Part 2
The Moody Blues	Higher And Higher
The Moody Blues	How Is It (We Are Here)
The Moody Blues	I'm Just A Singer (In A Rock And Roll Band)
The Moody Blues	I Never Thought I'd Live To Be A Hundred
The Moody Blues	I Never Thought I'd Live To Be A Million
The Moody Blues	Isn't Life Strange
The Moody Blues	It's Up To You
The Moody Blues	Lazy Day
The Moody Blues	Legend Of A Mind
The Moody Blues	Lost In A Lost World
The Moody Blues	Love And Beauty
The Moody Blues	Lovely To See You
The Moody Blues	Melancholy Man
The Moody Blues	Minstrel's Song
The Moody Blues	Never Comes The Day
The Moody Blues	New Horizons
The Moody Blues	Nights In White Satin
The Moody Blues	One More Time To Live
The Moody Blues	Out And In
The Moody Blues	Peak Hour
The Moody Blues	Question
The Moody Blues	Ride My See-Saw
The Moody Blues	Send Me No Wine
The Moody Blues	So Deep Within You
The Moody Blues	Sun Is Still Shining
The Moody Blues	The Balance
The Moody Blues	The Best Way To Travel
The Moody Blues	The Land Of Make-Believe
The Moody Blues	The Story In Your Eyes
The Moody Blues	The Sun Set
The Moody Blues	The Voyage
The Moody Blues	To Share Our Love
The Moody Blues	Twilight Time
The Moody Blues	Watching And Waiting
The Moody Blues	When You're A Free Man
The Moody Blues	You And Me
The Moon	Brother Lou's Love Colony
The Moon	Faces
The Moon	I Should Be Dreaming
The Moon	Not To Know
The Moon	Papers
The Mother Love	The Flim-Flam Man
